NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE
452;37.76470588235294;42;34.8235294117647;50.0;39.588235294117645;43.0;39.333333333333336;8;38.0;34.0;44.0;35.0;37.142857142857146;0;14;14;0;7;7;0;1;31.0;1;2;31.0;1;3;36.0;1;2;0;0;2;50.0;1;2;45.0;1;1;35.0;1;2;39.0;1;2;2
453;38.88235294117647;40;35.411764705882355;50.0;36.705882352941174;38.0;38.13333333333333;8;38.0;33.0;43.0;44.0;34.92857142857143;0;14;14;0;7;7;0;1;34.0;1;2;30.0;1;3;32.0;1;2;0;0;2;46.0;1;2;39.0;1;1;30.0;1;2;38.0;1;2;2
455;42.05882352941177;47;41.05882352941177;46.0;44.35294117647059;40.0;46.0;8;50.0;45.0;50.0;37.0;42.0;0;14;14;0;7;7;0;1;40.0;1;2;37.0;1;3;45.0;1;2;0;0;2;42.0;1;2;43.0;1;1;45.0;1;2;45.0;1;2;3
459;33.088235294117645;46;39.88235294117647;42.0;37.88235294117647;40.0;36.733333333333334;7;47.0;41.0;41.0;34.0;39.67857142857143;1;17;14;3;7;7;0;1;32.0;1;2;30.5;2;3;47.0;1;2;0;0;2;48.0;1;2;40.0;1;1;42.0;1;2;43.0;1;2;2
460;34.94117647058823;0;37.76470588235294;32.0;37.470588235294116;33.0;39.86666666666667;8;40.0;46.0;39.0;41.0;37.785714285714285;0;14;14;0;7;7;0;1;34.0;1;2;30.0;1;3;45.0;1;2;0;0;2;39.0;1;2;43.0;1;1;36.0;1;2;44.0;1;2;2
461;37.05882352941177;48;35.705882352941174;47.0;37.85294117647059;34.0;40.4;8;42.0;38.0;42.0;44.0;36.642857142857146;0;14;14;0;7;7;0;1;31.0;1;2;30.0;1;3;36.0;1;2;0;0;2;40.0;1;2;47.0;1;1;42.0;1;2;39.0;1;2;2
462;37.411764705882355;0;39.411764705882355;44.0;39.529411764705884;35.0;43.13333333333333;8;40.0;44.0;40.0;43.0;39.0;0;14;14;0;7;7;0;1;35.0;1;2;34.0;1;3;39.0;1;2;0;0;2;42.0;1;2;42.0;1;1;42.0;1;2;43.0;1;2;2
463;30.705882352941178;0;27.928571428571427;0.0;27.0;31.0;29.142857142857142;3;35.0;34.0;0.0;0.0;31.4;0;4;4;0;2;2;0;1;0.0;0;2;38.0;1;3;0.0;0;2;0;0;2;0.0;0;2;43.0;1;1;0.0;0;2;0.0;0;2;1
465;31.764705882352942;42;35.470588235294116;30.0;35.23529411764706;29.0;38.2;8;39.0;32.0;42.0;37.0;39.142857142857146;1;16;14;2;7;6;1;1;27.5;2;2;36.0;1;3;45.0;1;2;0;0;2;45.0;1;2;43.0;1;1;40.0;1;2;41.0;1;2;2
466;41.411764705882355;48;41.411764705882355;50.0;41.411764705882355;47.0;42.333333333333336;8;40.0;40.0;44.0;45.0;39.285714285714285;0;14;14;0;7;7;0;1;39.0;1;2;30.0;1;3;46.0;1;2;0;0;2;42.0;1;2;40.0;1;1;39.0;1;2;44.0;1;2;2
467;37.3235294117647;0;38.0;47.5;37.294117647058826;33.0;40.733333333333334;8;48.0;30.0;43.0;45.0;40.92857142857143;1;16;14;2;7;7;0;1;37.0;1;2;37.0;1;3;48.0;1;2;0;0;2;42.0;2;2;44.0;1;1;42.0;1;2;40.0;1;2;2
469;42.411764705882355;49;41.1764705882353;50.0;39.1764705882353;33.0;39.13333333333333;8;49.0;36.0;44.0;40.0;40.17857142857143;1;17;14;3;7;7;0;1;37.0;1;2;31.5;2;3;38.0;1;2;0;0;2;50.0;1;2;46.0;1;1;44.0;1;2;42.0;1;2;2
471;37.64705882352941;0;37.23529411764706;50.0;35.911764705882355;38.0;36.666666666666664;7;40.0;28.5;35.0;46.0;37.07142857142857;2;18;14;4;7;6;1;1;32.5;2;2;31.0;1;3;28.5;2;2;0;0;2;50.0;1;2;42.0;1;1;39.0;1;2;42.0;1;2;2
472;35.14705882352941;40;34.05882352941177;46.0;36.05882352941177;35.0;35.2;8;47.0;31.0;38.0;30.0;32.5;2;18;14;4;7;5;2;1;21.5;2;2;33.0;1;3;38.0;1;2;0;0;2;43.0;1;2;38.0;1;1;17.5;2;2;39.0;1;2;2
475;35.64705882352941;33;35.35294117647059;32.0;37.94117647058823;31.0;36.8;8;40.0;32.0;41.0;40.0;36.142857142857146;0;14;14;0;7;7;0;1;34.0;1;2;30.0;1;3;35.0;1;2;0;0;2;45.0;1;2;42.0;1;1;35.0;1;2;38.0;1;2;2
476;39.1764705882353;45;40.0;45.0;40.294117647058826;35.0;41.93333333333333;8;40.0;44.0;41.0;39.0;42.142857142857146;0;14;14;0;7;7;0;1;41.0;1;2;43.0;1;3;46.0;1;2;0;0;2;40.0;1;2;45.0;1;1;38.0;1;2;43.0;1;2;3
478;32.35294117647059;0;33.911764705882355;35.0;37.14705882352941;33.0;39.06666666666667;8;40.0;35.0;44.0;40.0;37.857142857142854;0;14;14;0;7;7;0;1;36.0;1;2;43.0;1;3;40.0;1;2;0;0;2;31.0;1;2;45.0;1;1;31.0;1;2;40.0;1;2;2
479;37.94117647058823;44;40.411764705882355;43.0;39.8235294117647;41.0;41.13333333333333;8;50.0;44.0;42.0;35.0;42.0;0;14;14;0;7;7;0;1;42.0;1;2;43.0;1;3;46.0;1;2;0;0;2;42.0;1;2;45.0;1;1;38.0;1;2;39.0;1;2;2
483;33.588235294117645;0;35.588235294117645;45.0;36.64705882352941;30.0;32.785714285714285;6;35.0;37.0;43.0;0.0;27.545454545454547;0;10;10;0;5;3;2;2;11.0;1;2;27.0;1;3;34.0;1;2;0;0;2;44.0;1;2;44.0;1;1;0.0;0;2;0.0;0;2;4
485;41.0;44;41.294117647058826;49.0;42.1764705882353;43.0;41.4;8;41.0;42.0;43.0;41.0;42.642857142857146;0;14;14;0;7;7;0;1;42.0;1;2;36.0;1;3;48.0;1;2;0;0;2;44.0;1;2;45.0;1;1;42.0;1;2;46.0;1;2;3
487;37.76470588235294;49;40.35294117647059;47.0;42.529411764705884;35.0;42.8;8;50.0;46.0;43.0;36.0;44.642857142857146;0;14;14;0;7;7;0;1;39.0;1;2;46.0;1;3;45.0;1;2;0;0;2;44.0;1;2;47.0;1;1;46.0;1;2;46.0;1;2;3
488;37.88235294117647;50;40.76470588235294;50.0;41.88235294117647;45.0;42.666666666666664;8;50.0;47.0;44.0;38.0;41.214285714285715;0;14;14;0;7;7;0;1;40.0;1;2;32.0;1;3;45.0;1;2;0;0;2;42.0;1;2;45.0;1;1;43.0;1;2;48.0;1;2;3
490;36.588235294117645;47;40.3235294117647;45.0;38.05882352941177;35.0;41.0;8;42.0;47.0;38.0;37.0;43.07142857142857;0;14;14;0;7;7;0;1;44.0;1;2;44.0;1;3;35.0;1;2;0;0;2;44.0;1;2;45.0;1;1;44.0;1;2;46.0;1;2;2
494;36.588235294117645;36;35.6764705882353;40.0;37.529411764705884;33.0;39.53333333333333;8;41.0;40.0;43.0;41.0;38.785714285714285;0;14;14;0;7;7;0;1;41.0;1;2;37.0;1;3;48.0;1;2;0;0;2;34.0;1;2;48.0;1;1;30.0;1;2;39.0;1;2;2
505;38.64705882352941;42;41.64705882352941;41.0;44.1764705882353;43.0;44.86666666666667;8;50.0;47.0;42.0;36.0;44.5;0;14;14;0;7;7;0;1;41.0;1;2;46.0;1;3;46.0;1;2;0;0;2;40.0;1;2;47.0;1;1;45.0;1;2;47.0;1;2;3
506;35.35294117647059;40;37.529411764705884;42.0;36.1764705882353;30.0;39.46666666666667;8;42.0;43.0;39.0;40.0;39.0;0;14;14;0;7;7;0;1;35.0;1;2;31.0;1;3;40.0;1;2;0;0;2;39.0;1;2;43.0;1;1;44.0;1;2;47.0;1;2;2
507;35.76470588235294;46;38.23529411764706;50.0;39.35294117647059;37.0;40.53333333333333;8;49.0;37.0;45.0;42.0;41.214285714285715;1;17;14;3;7;7;0;1;46.0;1;2;35.0;2;3;38.0;1;2;0;0;2;44.0;1;2;46.0;1;1;47.0;1;2;38.0;1;2;2
510;42.05882352941177;45;40.705882352941174;45.0;44.588235294117645;47.0;46.333333333333336;8;50.0;43.0;50.0;43.0;39.714285714285715;0;14;14;0;7;7;0;1;39.0;1;2;30.0;1;3;40.0;1;2;0;0;2;42.0;1;2;46.0;1;1;44.0;1;2;45.0;1;2;2
511;35.5;47;34.705882352941174;46.0;38.588235294117645;31.0;39.4;8;50.0;43.0;41.0;31.0;39.714285714285715;1;16;14;2;7;6;1;1;25.0;2;2;43.0;1;3;41.0;1;2;0;0;2;42.0;1;2;45.0;1;1;45.0;1;2;38.0;1;2;2
515;39.35294117647059;0;36.8235294117647;40.0;35.411764705882355;22.5;39.0;7;43.0;46.0;47.0;43.0;38.785714285714285;0;14;14;0;7;7;0;1;41.0;1;2;31.0;1;3;35.0;1;2;0;0;2;38.0;1;2;44.0;1;1;42.0;1;2;47.0;1;2;3
516;38.23529411764706;0;38.35294117647059;42.0;38.470588235294116;30.0;41.333333333333336;8;48.0;42.0;41.0;36.0;39.57142857142857;0;14;14;0;7;7;0;1;35.0;1;2;35.0;1;3;46.0;1;2;0;0;2;35.0;1;2;43.0;1;1;42.0;1;2;45.0;1;2;2
518;37.705882352941174;0;35.8235294117647;44.0;37.0;31.0;40.8;8;49.0;41.0;42.0;38.0;40.07142857142857;1;17;14;3;7;7;0;1;38.0;1;2;38.0;2;3;44.0;1;2;0;0;2;35.0;1;2;41.0;1;1;47.0;1;2;39.0;1;2;2
521;22.333333333333332;0;34.666666666666664;39.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;27.333333333333332;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1
522;39.35294117647059;39;41.88235294117647;50.0;38.529411764705884;37.0;42.666666666666664;8;44.0;44.0;45.0;39.0;43.42857142857143;0;14;14;0;7;7;0;1;37.0;1;2;39.0;1;3;48.0;1;2;0;0;2;50.0;1;2;41.0;1;1;48.0;1;2;42.0;1;2;2
524;32.11764705882353;31;33.588235294117645;30.0;35.61764705882353;34.0;39.2;8;37.0;33.0;45.0;42.0;36.0;1;16;14;2;7;6;1;1;26.0;2;2;32.0;1;3;34.0;1;2;0;0;2;44.0;1;2;46.0;1;1;42.0;1;2;35.0;1;2;2
526;34.35294117647059;0;40.5;45.0;35.470588235294116;40.0;35.666666666666664;8;44.0;35.0;40.0;32.0;36.57142857142857;1;16;14;2;7;6;1;1;27.5;2;2;33.0;1;3;40.0;1;2;0;0;2;45.0;1;2;44.0;1;1;42.0;1;2;30.0;1;2;2
528;37.1764705882353;47;35.8;0.0;36.705882352941174;39.0;37.84615384615385;7;40.0;41.0;38.0;31.0;35.916666666666664;1;14;12;2;6;5;1;1;24.5;2;2;33.0;1;3;42.0;1;2;0;0;2;0.0;0;2;43.0;1;1;39.0;1;2;39.0;1;2;2
531;34.529411764705884;0;35.588235294117645;46.0;36.029411764705884;30.0;38.13333333333333;8;41.0;38.0;38.0;36.0;39.5;1;16;14;2;7;6;1;1;17.5;2;2;46.0;1;3;44.0;1;2;0;0;2;42.0;1;2;46.0;1;1;41.0;1;2;40.0;1;2;2
532;35.88235294117647;0;35.411764705882355;39.0;35.375;41.0;36.166666666666664;6;43.0;39.0;41.0;0.0;27.22222222222222;1;14;8;6;4;3;1;2;31.0;1;2;28.0;3;3;31.0;1;2;0;0;2;0.0;0;2;37.0;1;1;0.0;0;2;0.0;0;2;2
536;34.88235294117647;43;32.5;38.0;37.73529411764706;40.0;36.488888888888894;7;40.0;37.0;45.0;32.0;37.5;1;16;14;2;7;6;1;1;27.0;2;2;40.0;1;3;39.0;1;2;0;0;2;39.0;1;2;39.0;1;1;36.0;1;2;42.0;1;2;2
537;34.529411764705884;0;33.6764705882353;45.0;37.76470588235294;35.0;36.8;8;40.0;38.0;36.0;37.0;38.0;0;14;14;0;7;7;0;1;36.0;1;2;30.0;1;3;40.0;1;2;0;0;2;36.0;1;2;46.0;1;1;44.0;1;2;42.0;1;2;2
539;35.294117647058826;36;33.23529411764706;41.0;36.64705882352941;35.0;35.266666666666666;8;34.0;30.0;45.0;42.0;35.642857142857146;1;20;14;6;7;6;1;1;32.0;1;2;20.0;3;3;39.0;1;2;0;0;2;46.0;1;2;43.0;1;1;38.0;1;2;43.0;1;2;2
542;37.1764705882353;0;34.88235294117647;39.5;38.529411764705884;34.0;37.333333333333336;8;39.0;42.0;35.0;38.0;39.714285714285715;0;14;14;0;7;7;0;1;30.0;1;2;43.0;1;3;43.0;1;2;0;0;2;32.0;1;2;47.0;1;1;42.0;1;2;43.0;1;2;2
543;29.470588235294116;0;28.67777777777778;0.0;34.705882352941174;32.0;29.714285714285715;5;30.0;28.5;41.0;0.0;12.75;1;7;3;4;2;1;1;2;8.0;3;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;1
544;34.88235294117647;21;38.23529411764706;31.0;35.3235294117647;34.0;35.06666666666667;7;40.0;30.0;45.0;36.0;34.69047619047619;1;18;14;4;7;6;1;1;27.333333333333332;3;2;30.0;1;3;41.0;1;2;0;0;2;32.0;1;2;45.0;1;1;34.0;1;2;41.0;1;2;2
545;33.55882352941177;0;36.11764705882353;50.0;38.64705882352941;30.0;38.46666666666667;8;42.0;40.0;35.0;44.0;37.57142857142857;1;17;14;3;7;7;0;1;30.0;1;2;37.0;2;3;42.0;1;2;0;0;2;46.0;1;2;43.0;1;1;34.0;1;2;34.0;1;2;2
548;33.588235294117645;42;35.23529411764706;45.0;36.529411764705884;35.0;40.13333333333333;8;40.0;37.0;42.0;42.0;39.785714285714285;0;14;14;0;7;7;0;1;43.0;1;2;31.0;1;3;46.0;1;2;0;0;2;38.0;1;2;46.0;1;1;43.0;1;2;39.0;1;2;2
550;37.05882352941177;50;37.294117647058826;50.0;39.64705882352941;41.0;39.86666666666667;8;50.0;36.0;41.0;37.0;40.285714285714285;0;14;14;0;7;7;0;1;37.0;1;2;30.0;1;3;41.0;1;2;0;0;2;48.0;1;2;46.0;1;1;48.0;1;2;40.0;1;2;2
552;33.6764705882353;43;39.05882352941177;45.0;39.411764705882355;41.0;41.4;8;44.0;39.0;45.0;46.0;40.857142857142854;0;14;14;0;7;7;0;1;30.0;1;2;47.0;1;3;45.0;1;2;0;0;2;42.0;1;2;43.0;1;1;43.0;1;2;34.0;1;2;2
555;32.76470588235294;44;31.84375;35.0;36.23529411764706;30.0;36.53333333333333;8;41.0;38.0;44.0;37.0;37.42857142857143;2;19;14;5;7;6;1;1;25.0;2;2;33.0;2;3;43.0;1;2;0;0;2;44.0;1;2;45.0;1;1;35.0;1;2;43.0;1;2;2
556;33.64705882352941;47;35.11764705882353;48.0;35.35294117647059;31.0;36.733333333333334;7;35.0;41.0;44.0;37.0;38.857142857142854;0;14;14;0;7;7;0;1;31.0;1;2;33.0;1;3;38.0;1;2;0;0;2;45.0;1;2;43.0;1;1;44.0;1;2;43.0;1;2;2
559;34.294117647058826;36;32.411764705882355;15.5;36.11764705882353;37.0;36.13333333333333;8;39.0;37.0;39.0;30.0;34.714285714285715;1;16;14;2;7;6;1;1;28.5;2;2;30.0;1;3;39.0;1;2;0;0;2;36.0;1;2;41.0;1;1;32.0;1;2;42.0;1;2;2
561;31.205882352941178;44;32.470588235294116;44.0;31.88235294117647;25.5;36.8;8;36.0;32.0;40.0;34.0;33.32142857142857;1;17;14;3;7;6;1;1;31.0;1;2;18.5;2;3;39.0;1;2;0;0;2;37.0;1;2;39.0;1;1;44.0;1;2;35.0;1;2;2
562;32.38235294117647;30;34.26470588235294;30.0;37.05882352941177;35.0;38.666666666666664;8;42.0;38.0;47.0;43.0;37.714285714285715;0;14;14;0;7;7;0;1;33.0;1;2;32.0;1;3;44.0;1;2;0;0;2;42.0;1;2;32.0;1;1;40.0;1;2;41.0;1;2;2
563;34.35294117647059;37;35.73529411764706;50.0;36.05882352941177;31.0;37.46666666666667;8;41.0;37.0;41.0;41.0;38.214285714285715;0;14;14;0;7;7;0;1;30.0;1;2;32.0;1;3;40.0;1;2;0;0;2;48.0;1;2;45.0;1;1;42.0;1;2;37.0;1;2;2
565;38.11764705882353;0;39.0;47.0;40.23529411764706;37.0;36.6;8;42.0;33.0;42.0;38.0;41.285714285714285;1;16;14;2;7;7;0;1;41.0;1;2;36.0;1;3;45.0;1;2;0;0;2;44.0;2;2;44.0;1;1;43.0;1;2;40.0;1;2;2
566;33.588235294117645;45;34.294117647058826;40.5;34.07843137254902;35.0;37.333333333333336;7;22.5;38.0;42.0;33.0;27.357142857142858;0;14;14;0;7;5;2;2;5.0;1;2;4.0;1;3;36.0;1;2;0;0;2;40.0;1;2;45.0;1;1;42.0;1;2;40.0;1;2;1
567;37.3235294117647;43;40.23529411764706;49.0;40.5;41.0;42.13333333333333;8;43.0;40.0;43.0;40.0;40.5;0;14;14;0;7;7;0;1;31.0;1;2;39.0;1;3;46.0;1;2;0;0;2;39.0;1;2;44.0;1;1;44.0;1;2;43.0;1;2;2
568;35.64705882352941;1;32.46666666666667;0.0;32.875;32.0;32.916666666666664;6;43.0;33.0;37.0;0.0;27.77777777777778;2;13;8;5;4;2;2;2;25.0;2;2;28.0;2;3;38.0;1;2;0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;2
569;37.3235294117647;0;37.0;45.0;33.470588235294116;30.0;41.06666666666667;8;38.0;44.0;43.0;44.0;37.714285714285715;0;14;14;0;7;7;0;1;31.0;1;2;30.0;1;3;46.0;1;2;0;0;2;39.0;1;2;44.0;1;1;42.0;1;2;39.0;1;2;2
570;38.294117647058826;43;40.11764705882353;46.0;41.411764705882355;44.0;40.8;8;46.0;48.0;44.0;32.0;45.42857142857143;0;14;14;0;7;7;0;1;46.0;1;2;45.0;1;3;47.0;1;2;0;0;2;48.0;1;2;39.0;1;1;46.0;1;2;44.0;1;2;3
572;36.8235294117647;42;38.470588235294116;50.0;32.8235294117647;25.5;38.733333333333334;8;39.0;42.0;38.0;42.0;39.535714285714285;2;19;14;5;7;7;0;1;34.0;2;2;31.5;2;3;43.0;1;2;0;0;2;50.0;1;2;41.0;1;1;42.0;1;2;40.0;1;2;3
574;34.411764705882355;44;36.94117647058823;40.0;39.23529411764706;39.0;41.13333333333333;8;47.0;35.0;44.0;40.0;41.714285714285715;0;14;14;0;7;7;0;1;34.0;1;2;41.0;1;3;45.0;1;2;0;0;2;43.0;1;2;45.0;1;1;44.0;1;2;42.0;1;2;2
575;33.705882352941174;50;36.588235294117645;36.0;35.11764705882353;38.0;38.8;7;42.0;40.0;44.0;23.0;41.714285714285715;0;14;14;0;7;7;0;1;40.0;1;2;39.0;1;3;46.0;1;2;0;0;2;42.0;1;2;45.0;1;1;40.0;1;2;43.0;1;2;3
578;39.05882352941177;49;39.11764705882353;45.0;37.35294117647059;38.0;40.0;8;42.0;42.0;44.0;47.0;37.214285714285715;0;14;14;0;7;7;0;1;30.0;1;2;30.0;1;3;41.0;1;2;0;0;2;47.0;1;2;37.0;1;1;39.0;1;2;40.0;1;2;2
580;38.705882352941174;50;35.705882352941174;30.0;35.64705882352941;28.5;42.333333333333336;8;42.0;45.0;40.0;42.0;33.857142857142854;2;19;14;5;7;6;1;1;30.0;1;2;24.0;2;3;41.0;1;2;0;0;2;30.5;2;2;47.0;1;1;41.0;1;2;35.0;1;2;2
583;39.88235294117647;46;37.411764705882355;40.0;39.76470588235294;37.0;38.8;8;43.0;41.0;39.0;33.0;41.642857142857146;0;14;14;0;7;7;0;1;38.0;1;2;48.0;1;3;43.0;1;2;0;0;2;35.0;1;2;43.0;1;1;41.0;1;2;41.0;1;2;3
584;40.588235294117645;50;38.8235294117647;47.0;40.294117647058826;30.0;38.53333333333333;8;43.0;40.0;37.0;33.0;37.892857142857146;2;19;14;5;7;7;0;1;31.5;2;2;30.5;2;3;42.0;1;2;0;0;2;44.0;1;2;48.0;1;1;46.0;1;2;32.0;1;2;2
585;36.529411764705884;44;37.0;42.0;39.588235294117645;42.0;41.06666666666667;8;45.0;46.0;45.0;38.0;37.17857142857143;1;17;14;3;7;7;0;1;30.0;1;2;30.5;2;3;44.0;1;2;0;0;2;43.0;1;2;39.0;1;1;32.0;1;2;46.0;1;2;2
587;36.64705882352941;50;39.14705882352941;47.0;37.76470588235294;31.0;39.666666666666664;8;40.0;37.5;42.0;36.0;39.642857142857146;1;17;14;3;7;7;0;1;41.0;1;2;35.0;2;3;43.0;1;2;0;0;2;39.0;1;2;44.0;1;1;44.0;1;2;36.0;1;2;2
588;36.38235294117647;41;38.0;43.0;39.64705882352941;36.0;40.06666666666667;8;33.0;37.0;38.0;43.0;39.357142857142854;1;16;14;2;7;7;0;1;30.5;2;2;36.0;1;3;44.0;1;2;0;0;2;45.0;1;2;38.0;1;1;37.0;1;2;46.0;1;2;2
589;34.05882352941177;0;35.35294117647059;45.0;37.705882352941174;33.0;39.6;7;40.0;47.0;43.0;41.0;37.142857142857146;1;16;14;2;7;6;1;1;27.0;2;2;45.0;1;3;43.0;1;2;0;0;2;40.0;1;2;35.0;1;1;33.0;1;2;32.0;1;2;2
590;36.05882352941177;0;38.411764705882355;45.5;41.8235294117647;36.0;39.8;8;33.0;41.0;38.0;46.0;38.75;2;19;14;5;7;6;1;1;30.0;1;2;29.5;2;3;43.0;1;2;0;0;2;44.0;2;2;44.0;1;1;46.0;1;2;42.0;1;2;2
591;33.794117647058826;0;36.94117647058823;45.0;35.05882352941177;28.5;37.266666666666666;8;34.0;37.0;43.0;30.0;34.714285714285715;0;14;14;0;7;7;0;1;30.0;1;2;30.0;1;3;41.0;1;2;0;0;2;44.0;1;2;36.0;1;1;35.0;1;2;30.0;1;2;2
593;33.76470588235294;50;41.294117647058826;46.0;37.294117647058826;36.0;40.53333333333333;8;43.0;38.0;37.0;45.0;43.714285714285715;0;14;14;0;7;7;0;1;33.0;1;2;45.0;1;3;45.0;1;2;0;0;2;45.0;1;2;45.0;1;1;45.0;1;2;48.0;1;2;2
596;32.8235294117647;46;39.35294117647059;43.0;33.38235294117647;29.5;41.2;8;43.0;30.0;42.0;42.0;36.57142857142857;1;16;14;2;7;6;1;1;27.0;2;2;32.0;1;3;44.0;1;2;0;0;2;43.0;1;2;34.0;1;1;44.0;1;2;33.0;1;2;2
598;35.73529411764706;50;38.588235294117645;46.0;35.205882352941174;40.0;38.333333333333336;7;35.0;43.0;38.0;43.0;37.642857142857146;1;16;14;2;7;6;1;1;29.0;2;2;30.0;1;3;42.0;1;2;0;0;2;45.0;1;2;45.0;1;1;37.0;1;2;43.0;1;2;2
602;35.23529411764706;38;35.529411764705884;44.0;34.470588235294116;42.0;36.06666666666667;7;46.0;33.0;39.0;32.0;38.714285714285715;0;14;14;0;7;7;0;1;31.0;1;2;42.0;1;3;36.0;1;2;0;0;2;40.0;1;2;38.0;1;1;45.0;1;2;37.0;1;2;2
603;36.44117647058823;37;36.64705882352941;47.0;40.23529411764706;35.0;38.6;8;41.0;35.0;42.0;42.0;37.035714285714285;1;17;14;3;7;6;1;1;33.0;1;2;29.5;2;3;44.0;1;2;0;0;2;45.0;1;2;40.0;1;1;34.0;1;2;39.0;1;2;2
605;31.352941176470587;50;35.76470588235294;36.0;39.029411764705884;41.0;39.266666666666666;8;41.0;39.0;41.0;32.0;39.107142857142854;1;17;14;3;7;7;0;1;32.0;1;2;33.5;2;3;45.0;1;2;0;0;2;44.0;1;2;45.0;1;1;38.0;1;2;42.0;1;2;2
606;35.23529411764706;50;39.205882352941174;50.0;39.05882352941177;39.0;39.93333333333333;8;41.0;37.0;41.0;46.0;37.0;1;17;14;3;7;7;0;1;30.0;1;2;37.0;2;3;39.0;1;2;0;0;2;45.0;1;2;37.0;1;1;32.0;1;2;39.0;1;2;2
607;34.73529411764706;48;41.6764705882353;50.0;38.411764705882355;44.0;43.46666666666667;8;41.0;48.0;43.0;45.0;42.642857142857146;0;14;14;0;7;7;0;1;37.0;1;2;40.0;1;3;49.0;1;2;0;0;2;45.0;1;2;47.0;1;1;44.0;1;2;40.0;1;2;3
608;32.76470588235294;50;39.64705882352941;35.0;38.76470588235294;35.0;43.13333333333333;8;49.0;47.0;44.0;44.0;42.214285714285715;0;14;14;0;7;7;0;1;31.0;1;2;45.0;1;3;47.0;1;2;0;0;2;44.0;1;2;46.0;1;1;43.0;1;2;40.0;1;2;2
609;35.1764705882353;50;37.35294117647059;42.0;35.588235294117645;36.0;37.46666666666667;8;44.0;41.0;38.0;32.0;41.142857142857146;1;17;14;3;7;7;0;1;43.0;1;2;32.0;2;3;45.0;1;2;0;0;2;42.0;1;2;48.0;1;1;44.0;1;2;42.0;1;2;2
610;34.794117647058826;46;39.411764705882355;48.0;36.1764705882353;32.0;39.46666666666667;8;40.0;45.0;41.0;42.0;32.0;3;21;14;7;7;6;1;1;30.5;2;2;31.0;2;3;30.0;1;2;0;0;2;18.0;2;2;36.0;1;1;31.0;1;2;50.0;1;2;2
613;35.35294117647059;50;37.529411764705884;50.0;33.294117647058826;25.5;38.86666666666667;8;47.0;41.0;38.0;33.0;39.357142857142854;0;14;14;0;7;7;0;1;37.0;1;2;33.0;1;3;41.0;1;2;0;0;2;42.0;1;2;48.0;1;1;44.0;1;2;38.0;1;2;2
614;34.88235294117647;40;40.0;46.0;38.23529411764706;36.0;39.333333333333336;8;40.0;42.0;38.0;44.0;39.5;0;14;14;0;7;7;0;1;34.0;1;2;31.0;1;3;44.0;1;2;0;0;2;48.0;1;2;44.0;1;1;41.0;1;2;41.0;1;2;2
616;32.44117647058823;42;39.88235294117647;50.0;39.64705882352941;35.0;39.13333333333333;8;45.0;43.0;40.0;36.0;38.67857142857143;1;17;14;3;7;6;1;1;37.0;1;2;29.5;2;3;48.0;1;2;0;0;2;45.0;1;2;37.0;1;1;44.0;1;2;34.0;1;2;2
619;35.64705882352941;43;36.35294117647059;40.0;38.294117647058826;39.0;36.2;8;38.0;39.0;43.0;34.0;38.107142857142854;1;17;14;3;7;7;0;1;40.0;1;2;31.5;2;3;41.0;1;2;0;0;2;40.0;1;2;49.0;1;1;43.0;1;2;31.0;1;2;2
622;36.0;47;38.588235294117645;50.0;41.529411764705884;31.0;42.86666666666667;8;50.0;44.0;43.0;43.0;41.57142857142857;0;14;14;0;7;7;0;1;39.0;1;2;39.0;1;3;43.0;1;2;0;0;2;45.0;1;2;43.0;1;1;37.0;1;2;47.0;1;2;2
