METRICA|VALOR|MODELO|TIPO_DE_DATOS
Exactitud|64.01|SuperAprendiz|Prueba
Informacion Mutua Normalizada (NMI)|0.96|SuperAprendiz|Prueba
Indice Kappa de Cohen|6.34|SuperAprendiz|Prueba
Precision|76.38|SuperAprendiz|Entrenamiento
Exhaustividad|76.23|SuperAprendiz|Entrenamiento
Puntuacion F1|72.15|SuperAprendiz|Entrenamiento
Exactitud|76.23|SuperAprendiz|Entrenamiento
Informacion Mutua Normalizada (NMI)|27.45|SuperAprendiz|Entrenamiento
Indice Kappa de Cohen|44.94|SuperAprendiz|Entrenamiento
Mejores Hiperparametros|"Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 11, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 400, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 500, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': False, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': 6, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 9, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': 10, 'estimator__splitter': 'random', 'estimator': DecisionTreeClassifier(max_depth=6, min_samples_leaf=9, random_state=10,
                       splitter='random'), 'max_features': 0.9, 'max_samples': 0.95, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 7, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 10, 'splitter': 'random'}, Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.06, 'loss': 'log_loss', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 13, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_iter_no_change': None, 'random_state': 7, 'subsample': 1, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"|SuperAprendiz|Hiperparametros del modelo
Precision|58.89|SuperAprendizdoscapas|Prueba
Exhaustividad|64.68|SuperAprendizdoscapas|Prueba
Puntuacion F1|57.42|SuperAprendizdoscapas|Prueba
Exactitud|64.68|SuperAprendizdoscapas|Prueba
Informacion Mutua Normalizada (NMI)|1.49|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|9.06|SuperAprendizdoscapas|Prueba
Precision|77.05|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|76.16|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|72.18|SuperAprendizdoscapas|Entrenamiento
Exactitud|76.16|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|27.47|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|44.65|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|"Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 11, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 400, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 500, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': False, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': 6, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 9, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': 10, 'estimator__splitter': 'random', 'estimator': DecisionTreeClassifier(max_depth=6, min_samples_leaf=9, random_state=10,
                       splitter='random'), 'max_features': 0.9, 'max_samples': 0.95, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 7, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 10, 'splitter': 'random'}"|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|53.64|RedNeuronal|Prueba
Exhaustividad|63.68|RedNeuronal|Prueba
Puntuacion F1|52.03|RedNeuronal|Prueba
Exactitud|63.68|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|0.1|RedNeuronal|Prueba
Indice Kappa de Cohen|0.9|RedNeuronal|Prueba
Precision|59.07|RedNeuronal|Entrenamiento
Exhaustividad|62.28|RedNeuronal|Entrenamiento
Puntuacion F1|50.77|RedNeuronal|Entrenamiento
Exactitud|62.28|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|1.27|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|5.05|RedNeuronal|Entrenamiento
Hiperparametros|input_size=6, hidden_size=155, num_classes=4, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
